date,region,category,channel,sales,cost,profit,quantity,discount
2024-09-02,West,A,offline,3100.27,1815.44,1284.83,22,0.145
2024-09-02,West,B,offline,1247.99,773.47,474.52,12,0.193
2024-09-02,West,C,offline,3201.82,1896.85,1304.97,17,0.144
2024-09-09,North,A,offline,2848.36,1673.1,1175.26,20,0.124
2024-09-09,North,B,offline,1380.91,857.92,522.99,13,0.006
2024-09-09,North,C,offline,3418.24,2024.41,1393.83,18,0.063
2024-09-09,South,A,offline,2583.0,1499.62,1083.38,18,0.155
2024-09-09,South,B,offline,1517.22,925.15,592.07,14,0.012
2024-09-09,South,C,offline,2659.06,1580.52,1078.54,14,0.132
2024-09-09,East,A,online,2854.09,1659.43,1194.66,20,0.182
2024-09-09,East,B,online,1174.56,729.51,445.05,11,0.144
2024-09-09,East,C,online,3060.04,1815.61,1244.43,16,0.038
2024-09-09,West,A,online,2720.79,1577.52,1143.27,19,0.195
2024-09-09,West,B,online,1064.64,646.99,417.65,10,0.141
2024-09-09,West,C,online,2855.49,1712.05,1143.44,15,0.159
2024-09-16,North,A,online,2892.57,1701.45,1191.12,20,0.076
2024-09-16,North,B,online,1539.27,946.52,592.75,14,0.161
2024-09-16,North,C,online,2899.2,1732.87,1166.33,15,0.069
2024-09-16,South,A,online,2897.95,1695.53,1202.42,20,0.04
2024-09-16,South,B,online,1325.78,805.5,520.28,12,0.027
2024-09-16,South,C,online,3298.86,1948.91,1349.95,17,0.134
2024-09-16,East,A,offline,3058.59,1767.54,1291.05,21,0.083
2024-09-16,East,B,offline,1401.52,874.37,527.15,13,0.001
2024-09-16,East,C,offline,3118.7,1838.75,1279.95,16,0.187
2024-09-16,West,A,offline,3342.94,1941.56,1401.38,23,0.193
2024-09-16,West,B,offline,1205.26,745.22,460.04,11,0.018
2024-09-16,West,C,offline,3296.79,1963.33,1333.46,17,0.187
2024-09-23,North,A,offline,3383.93,1993.01,1390.92,23,0.035
2024-09-23,North,B,offline,1570.66,944.6,626.06,14,0.099
2024-09-23,North,C,offline,3760.02,2234.32,1525.7,19,0.175
2024-09-23,South,A,offline,2808.87,1625.14,1183.73,19,0.197
2024-09-23,South,B,offline,1238.03,745.91,492.12,11,0.099
2024-09-23,South,C,offline,3755.58,2220.58,1535.0,19,0.039
2024-09-23,East,A,online,2792.65,1635.69,1156.96,19,0.051
2024-09-23,East,B,online,1117.16,685.65,431.51,10,0.114
2024-09-23,East,C,online,3531.64,2115.3,1416.34,18,0.179
2024-09-23,West,A,online,3397.53,1969.14,1428.39,23,0.134
2024-09-23,West,B,online,1093.32,671.63,421.69,10,0.05
2024-09-23,West,C,online,2943.27,1761.46,1181.81,15,0.191
2024-09-30,North,A,online,2168.92,1245.34,923.58,18,0.131
2024-09-30,North,B,online,1062.48,648.55,413.93,12,0.061
2024-09-30,North,C,online,2240.1,1341.85,898.25,14,0.141
2024-09-30,South,A,online,2144.7,1272.48,872.22,18,0.059
2024-09-30,South,B,online,978.77,594.01,384.76,11,0.031
2024-09-30,South,C,online,2564.23,1517.48,1046.75,16,0.11
2024-09-30,East,A,offline,2281.5,1334.92,946.58,19,0.044
2024-09-30,East,B,offline,910.19,561.19,349.0,10,0.016
2024-09-30,East,C,offline,2248.15,1317.34,930.81,14,0.113
2024-09-30,West,A,offline,1921.91,1120.16,801.75,16,0.115
2024-09-30,West,B,offline,803.12,495.61,307.51,9,0.023
2024-09-30,West,C,offline,2083.33,1222.73,860.6,13,0.102
2024-10-07,North,A,offline,2566.6,1498.67,1067.93,21,0.091
2024-10-07,North,B,offline,824.07,513.73,310.34,9,0.145
2024-10-07,North,C,offline,2458.81,1459.78,999.03,15,0.116
2024-10-07,South,A,offline,2073.01,1199.8,873.21,17,0.199
2024-10-07,South,B,offline,1175.26,741.76,433.5,13,0.006
2024-10-07,South,C,offline,2456.91,1460.38,996.53,15,0.196
2024-10-07,East,A,online,2442.97,1441.71,1001.26,20,0.076
2024-10-07,East,B,online,1208.77,725.02,483.75,13,0.137
2024-10-07,East,C,online,2610.8,1553.84,1056.96,16,0.07
2024-10-07,West,A,online,2203.03,1285.1,917.93,18,0.146
2024-10-07,West,B,online,897.45,546.26,351.19,10,0.06
2024-10-07,West,C,online,2611.01,1550.19,1060.82,16,0.165
2024-10-14,North,A,online,2361.54,1374.42,987.12,19,0.187
2024-10-14,North,B,online,1199.51,751.78,447.73,13,0.084
2024-10-14,North,C,online,2839.97,1662.58,1177.39,17,0.041
2024-10-14,South,A,online,2224.42,1311.4,913.02,18,0.141
2024-10-14,South,B,online,850.78,511.11,339.67,9,0.047
2024-10-14,South,C,online,2340.7,1367.85,972.85,14,0.101
2024-10-14,East,A,offline,2380.32,1388.1,992.22,19,0.064
2024-10-14,East,B,offline,1128.44,680.0,448.44,12,0.06
2024-10-14,East,C,offline,2332.56,1372.79,959.77,14,0.06
2024-10-14,West,A,offline,2261.02,1319.85,941.17,18,0.182
2024-10-14,West,B,offline,1118.63,685.25,433.38,12,0.194
2024-10-14,West,C,offline,2997.62,1784.34,1213.28,18,0.064
2024-10-21,North,A,offline,2524.43,1477.06,1047.37,20,0.151
2024-10-21,North,B,offline,1156.28,692.1,464.18,12,0.142
2024-10-21,North,C,offline,3062.74,1810.53,1252.21,18,0.194
2024-10-21,South,A,offline,2650.75,1547.09,1103.66,21,0.041
2024-10-21,South,B,offline,1159.2,708.49,450.71,12,0.018
2024-10-21,South,C,offline,2864.54,1701.23,1163.31,17,0.135
2024-10-21,East,A,online,2680.33,1545.45,1134.88,21,0.152
2024-10-21,East,B,online,1239.85,755.63,484.22,13,0.174
2024-10-21,East,C,online,2556.74,1492.67,1064.07,15,0.187
2024-10-21,West,A,online,2903.92,1717.87,1186.05,23,0.096
2024-10-21,West,B,online,956.1,572.87,383.23,10,0.183
2024-10-21,West,C,online,2718.71,1604.11,1114.6,16,0.107
2024-10-28,North,A,online,2704.31,1583.46,1120.85,21,0.099
2024-10-28,North,B,online,988.48,591.39,397.09,10,0.168
2024-10-28,North,C,online,3268.67,1941.26,1327.41,19,0.113
2024-10-28,South,A,online,2570.45,1500.52,1069.93,20,0.187
2024-10-28,South,B,online,1159.78,700.34,459.44,12,0.066
2024-10-28,South,C,online,2770.26,1636.9,1133.36,16,0.131
2024-10-28,East,A,offline,2833.37,1668.11,1165.26,22,0.193
2024-10-28,East,B,offline,1259.62,760.05,499.57,13,0.159
2024-10-28,East,C,offline,2593.43,1534.26,1059.17,15,0.183
2024-10-28,West,A,offline,2719.52,1569.84,1149.68,21,0.007
2024-10-28,West,B,offline,1374.73,834.28,540.45,14,0.153
2024-10-28,West,C,offline,2770.62,1628.87,1141.75,16,0.141
2024-11-04,North,A,offline,2499.46,1454.08,1045.38,19,0.124
2024-11-04,North,B,offline,1287.16,783.25,503.91,13,0.098
2024-11-04,North,C,offline,2632.83,1547.37,1085.46,15,0.106
2024-11-04,South,A,offline,2781.41,1596.86,1184.55,21,0.163
2024-11-04,South,B,offline,1294.75,796.04,498.71,13,0.021
2024-11-04,South,C,offline,2616.73,1552.78,1063.95,15,0.105
2024-11-04,East,A,online,3016.08,1761.71,1254.37,23,0.075
2024-11-04,East,B,online,1186.45,738.17,448.28,12,0.045
2024-11-04,East,C,online,3170.84,1879.04,1291.8,18,0.172
2024-11-04,West,A,online,3009.12,1761.19,1247.93,23,0.111
2024-11-04,West,B,online,966.92,593.03,373.89,10,0.1
2024-11-04,West,C,online,2992.91,1772.26,1220.65,17,0.172
2024-11-11,North,A,online,2811.9,1625.89,1186.01,21,0.042
2024-11-11,North,B,online,1420.89,858.11,562.78,14,0.009
2024-11-11,North,C,online,2693.95,1601.4,1092.55,15,0.113
2024-11-11,South,A,online,2694.07,1555.97,1138.1,20,0.192
2024-11-11,South,B,online,1315.09,803.88,511.21,13,0.08
2024-11-11,South,C,online,2663.42,1581.64,1081.78,15,0.167
2024-11-11,East,A,offline,2960.48,1712.64,1247.84,22,0.151
2024-11-11,East,B,offline,1123.77,681.53,442.24,11,0.1
2024-11-11,East,C,offline,3551.38,2117.34,1434.04,20,0.168
2024-11-11,West,A,offline,2955.38,1731.34,1224.04,22,0.079
2024-11-11,West,B,offline,1386.57,852.05,534.52,14,0.199
2024-11-11,West,C,offline,3206.54,1920.54,1286.0,18,0.086
2024-11-18,North,A,offline,3274.12,1893.72,1380.4,24,0.124
2024-11-18,North,B,offline,1438.14,861.11,577.03,14,0.031
2024-11-18,North,C,offline,3454.59,2055.17,1399.42,19,0.063
2024-11-18,South,A,offline,2839.44,1662.13,1177.31,21,0.072
2024-11-18,South,B,offline,1210.68,739.47,471.21,12,0.09
2024-11-18,South,C,offline,3264.01,1925.98,1338.03,18,0.071
2024-11-18,East,A,online,2863.15,1662.62,1200.53,21,0.077
2024-11-18,East,B,online,1220.9,736.39,484.51,12,0.18
2024-11-18,East,C,online,3649.9,2157.93,1491.97,20,0.034
2024-11-18,West,A,online,3117.09,1820.76,1296.33,23,0.099
2024-11-18,West,B,online,1120.66,684.08,436.58,11,0.097
2024-11-18,West,C,online,2894.68,1717.01,1177.67,16,0.125
2024-11-25,North,A,online,3310.9,1926.67,1384.23,24,0.061
2024-11-25,North,B,online,1550.98,955.53,595.45,15,0.161
2024-11-25,North,C,online,3316.47,1982.54,1333.93,18,0.172
2024-11-25,South,A,online,3585.44,2094.62,1490.82,26,0.189
2024-11-25,South,B,online,1238.72,775.48,463.24,12,0.194
2024-11-25,South,C,online,3330.88,1972.81,1358.07,18,0.115
2024-11-25,East,A,offline,3179.66,1867.19,1312.47,23,0.079
2024-11-25,East,B,offline,1144.86,700.84,444.02,11,0.109
2024-11-25,East,C,offline,3509.7,2096.28,1413.42,19,0.092
2024-11-25,West,A,offline,3459.08,2012.97,1446.11,25,0.139
2024-11-25,West,B,offline,1569.52,949.2,620.32,15,0.1
2024-11-25,West,C,offline,3497.37,2087.45,1409.92,19,0.143
2024-12-02,North,A,offline,3642.96,2149.72,1493.24,26,0.096
2024-12-02,North,B,offline,1372.76,851.36,521.4,13,0.138
2024-12-02,North,C,offline,3577.78,2113.19,1464.59,19,0.179
2024-12-02,South,A,offline,3524.76,2040.43,1484.33,25,0.154
2024-12-02,South,B,offline,1472.28,907.68,564.6,14,0.009
2024-12-02,South,C,offline,3948.64,2337.28,1611.36,21,0.151
2024-12-02,East,A,online,3797.99,2202.43,1595.56,27,0.052
2024-12-02,East,B,online,1373.25,841.17,532.08,13,0.115
2024-12-02,East,C,online,3561.8,2125.57,1436.23,19,0.118
2024-12-02,West,A,online,3513.03,2038.62,1474.41,25,0.021
2024-12-02,West,B,online,1390.97,827.23,563.74,13,0.188
2024-12-02,West,C,online,3183.24,1893.18,1290.06,17,0.041
2024-12-09,North,A,online,3575.97,2084.68,1491.29,25,0.139
2024-12-09,North,B,online,1387.01,861.81,525.2,13,0.023
2024-12-09,North,C,online,4012.07,2383.97,1628.1,21,0.033
2024-12-09,South,A,online,3995.91,2327.16,1668.75,28,0.032
2024-12-09,South,B,online,1520.65,910.03,610.62,14,0.081
2024-12-09,South,C,online,3439.47,2036.81,1402.66,18,0.006
2024-12-09,East,A,offline,3707.89,2172.77,1535.12,26,0.078
2024-12-09,East,B,offline,1597.85,991.22,606.63,15,0.162
2024-12-09,East,C,offline,3227.15,1936.74,1290.41,17,0.037
2024-12-09,West,A,offline,3575.23,2079.41,1495.82,25,0.173
2024-12-09,West,B,offline,1507.87,920.99,586.88,14,0.122
2024-12-09,West,C,offline,3809.3,2275.75,1533.55,20,0.123
2024-12-16,North,A,offline,4079.01,2368.54,1710.47,28,0.123
2024-12-16,North,B,offline,1293.82,788.15,505.67,12,0.061
2024-12-16,North,C,offline,3690.81,2187.15,1503.66,19,0.084
2024-12-16,South,A,offline,3484.58,2025.96,1458.62,24,0.127
2024-12-16,South,B,offline,1641.39,1014.52,626.87,15,0.111
2024-12-16,South,C,offline,3862.53,2296.36,1566.17,20,0.09
2024-12-16,East,A,online,3483.59,2020.67,1462.92,24,0.027
2024-12-16,East,B,online,1763.17,1066.32,696.85,16,0.099
2024-12-16,East,C,online,4067.39,2427.22,1640.17,21,0.098
2024-12-16,West,A,online,3470.47,2043.22,1427.25,24,0.058
2024-12-16,West,B,online,1419.0,856.3,562.7,13,0.091
2024-12-16,West,C,online,4081.41,2418.51,1662.9,21,0.023
2024-12-23,North,A,online,3703.31,2163.54,1539.77,25,0.073
2024-12-23,North,B,online,1753.97,1089.65,664.32,16,0.109
2024-12-23,North,C,online,4513.33,2699.13,1814.2,23,0.15
2024-12-23,South,A,online,3859.97,2238.49,1621.48,26,0.07
2024-12-23,South,B,online,1769.87,1097.9,671.97,16,0.155
2024-12-23,South,C,online,3753.97,2224.18,1529.79,19,0.07
2024-12-23,East,A,offline,4140.7,2402.29,1738.41,28,0.028
2024-12-23,East,B,offline,1428.28,866.78,561.5,13,0.07
2024-12-23,East,C,offline,3940.01,2333.17,1606.84,20,0.141
2024-12-23,West,A,offline,3830.69,2250.74,1579.95,26,0.197
2024-12-23,West,B,offline,1645.35,1029.27,616.08,15,0.157
2024-12-23,West,C,offline,4548.93,2700.24,1848.69,23,0.025
2024-12-30,North,A,offline,2989.99,1756.34,1233.65,25,0.166
2024-12-30,North,B,offline,1267.05,769.68,497.37,14,0.115
2024-12-30,North,C,offline,2716.57,1613.56,1103.01,17,0.127
2024-12-30,South,A,offline,2983.72,1750.47,1233.25,25,0.056
2024-12-30,South,B,offline,1344.76,838.51,506.25,15,0.065
2024-12-30,South,C,offline,2570.97,1526.98,1043.99,16,0.146
2024-12-30,East,A,online,2766.57,1605.75,1160.82,23,0.013
2024-12-30,East,B,online,1158.71,712.89,445.82,13,0.042
2024-12-30,East,C,online,2733.13,1610.13,1123.0,17,0.116
2024-12-30,West,A,online,2879.41,1675.31,1204.1,24,0.137
2024-12-30,West,B,online,973.98,613.52,360.46,11,0.092
2024-12-30,West,C,online,2574.31,1518.24,1056.07,16,0.0
